reg_id,distance_cm,bacteria_count,infection_rate,spread_path_factor,airborne_bacteria_fraction,respirable_bacteria_fraction,airflow_speed_m_s,environment_stability,class_bacteria_level,moisture_level,dispersion_factor
8244,1,49991000000000,0.5,0.5,1.0,1.0,3.07,F,QS,0.0001,0.01
8245,1,163270000000000,1.0,0.7,0.5,0.6,3.07,B,N4,0.0001,0.00059
8246,1,124180000000000,0.5,0.7,0.5,0.5,4.87,D,M7,0.0001,0.00084
8247,1,58661000000000,0.5,1.0,0.5,0.5,4.14,D,M7,0.00035,0.00061
8248,1,167740000000000,0.7,0.5,0.8,0.8,4.29,F,QS,0.00038,0.022
8249,1,200970000000000,0.8,0.6,0.6,0.5,3.49,E,T6,0.0001,0.008
8250,1,328880000000000,0.9,0.6,0.8,0.8,4.54,C,Z1,0.0001,0.0033
8251,1,250520000000000,0.5,0.9,1.0,0.5,3.81,E,T6,0.0001,0.015
8252,1,371790000000000,1.0,0.9,1.0,0.9,4.67,A,V3,0.00024,0.0015
8253,1,347370000000000,0.5,1.0,1.0,0.5,3.03,B,N4,0.0001,0.0015
8254,1,268180000000000,0.5,1.0,1.0,0.5,4.1,B,N4,0.00052,0.00079
8255,1,351750000000000,0.8,0.5,0.5,0.8,4.48,A,V3,0.00021,0.00029
8256,1,139570000000000,0.5,0.7,0.5,0.5,3.65,C,Z1,0.0001,0.00044
8257,1,273140000000000,0.8,0.5,0.9,0.5,4.09,A,V3,0.0001,0.00029
8258,1,155540000000000,0.5,0.5,0.8,0.5,4.84,A,V3,0.00032,7.3e-05
8259,1,363850000000000,0.5,0.5,0.9,1.0,4.28,A,V3,0.0001,0.00045
8260,1,237250000000000,1.0,0.8,1.0,0.6,4.49,E,T6,0.00045,0.022
8261,1,45212000000000,0.5,0.7,1.0,0.5,3.17,C,Z1,0.00031,0.0003
8262,1,61567000000000,0.5,0.6,1.0,0.6,3.9,E,T6,0.00032,0.0025
8263,1,147900000000000,0.5,0.9,0.6,1.0,3.07,F,QS,0.00038,0.026
8264,1,141770000000000,1.0,1.0,0.5,0.8,4.51,D,M7,0.0001,0.0047
8265,1,372060000000000,1.0,1.0,0.9,0.8,3.55,B,N4,0.0001,0.004
8266,1,341970000000000,0.8,1.0,0.5,0.5,3.73,D,M7,0.00029,0.0063
8267,1,185470000000000,0.5,0.8,0.7,0.5,3.91,C,Z1,0.00041,0.0008
8268,1,60452000000000,0.7,0.6,0.9,0.7,4.31,B,N4,0.0001,0.0002
8269,1,186470000000000,0.5,0.9,0.6,1.0,3.25,B,N4,0.0001,0.00082
8270,1,328510000000000,0.7,0.7,0.5,0.5,4.65,D,M7,0.00048,0.0029
8271,1,228120000000000,0.9,0.5,0.5,0.8,4.4,D,M7,0.0001,0.0035
8272,1,388280000000000,1.0,0.5,1.0,0.7,4.01,F,QS,0.0001,0.097
8273,1,99389000000000,0.7,0.5,0.8,1.0,4.45,E,T6,0.0001,0.0063
8274,1,369220000000000,0.7,1.0,0.9,0.6,4.18,B,N4,0.0001,0.0018
8275,1,65159000000000,1.0,1.0,1.0,1.0,4.2,E,T6,0.0001,0.016
8276,1,262730000000000,1.0,0.7,1.0,1.0,4.27,E,T6,0.00027,0.04
8277,1,421330000000000,1.0,0.9,0.6,0.5,3.35,C,Z1,0.00058,0.0037
8278,1,304980000000000,0.7,1.0,1.0,1.0,4.52,B,N4,0.0001,0.0025
8279,1,304700000000000,0.9,0.6,1.0,0.9,4.3,B,N4,0.0006,0.0016
8280,1,216960000000000,0.7,1.0,1.0,1.0,4.32,C,Z1,0.0001,0.0047
8281,1,257380000000000,1.0,0.6,0.6,0.8,3.11,F,QS,0.00049,0.044
8282,1,241360000000000,1.0,0.5,1.0,0.5,4.97,F,QS,0.0001,0.038
8283,1,113790000000000,1.0,0.5,0.9,1.0,4.11,C,Z1,0.0001,0.0016
8284,1,123140000000000,0.5,1.0,1.0,0.6,3.93,B,N4,0.00058,0.00044
8285,1,140320000000000,1.0,0.5,0.9,1.0,3.38,A,V3,0.0001,0.00044
8286,1,112940000000000,0.5,1.0,0.8,0.8,4.68,A,V3,0.0001,0.00018
8287,1,99257000000000,0.6,0.8,0.7,1.0,3.18,D,M7,0.0001,0.0038
8288,1,327760000000000,0.5,0.5,1.0,0.5,4.32,D,M7,0.0001,0.0035
8289,1,148870000000000,1.0,0.8,0.6,1.0,4.07,E,T6,0.00026,0.016
8290,1,56357000000000,1.0,0.5,0.9,0.6,3.41,F,QS,0.0001,0.012
8291,1,336870000000000,0.9,1.0,0.6,0.6,3.84,F,QS,0.0001,0.08
8292,1,88452000000000,0.5,0.5,0.9,0.5,4.89,B,N4,0.0001,0.00011
8293,1,81169000000000,1.0,1.0,1.0,0.6,4.75,A,V3,0.00028,0.00023
8294,1,337600000000000,1.0,1.0,0.8,0.9,4.21,D,M7,0.0001,0.021
8295,1,247430000000000,0.5,0.5,0.5,1.0,3.19,A,V3,0.0005,0.0002
8296,1,153670000000000,0.5,1.0,0.5,0.5,4.32,D,M7,0.0001,0.0017
8297,1,92305000000000,0.6,1.0,1.0,0.5,3.26,C,Z1,0.00018,0.0011
8298,1,141480000000000,0.6,0.7,0.9,1.0,4.54,F,QS,0.0001,0.036
8299,1,186670000000000,1.0,1.0,0.7,1.0,4.33,C,Z1,0.00049,0.0036
8300,1,91351000000000,1.0,1.0,0.8,1.0,4.9,C,Z1,0.0001,0.002
8301,1,95936000000000,0.6,0.5,0.5,1.0,3.72,C,Z1,0.0001,0.00051
8302,1,397430000000000,1.0,0.7,0.5,0.7,4.53,C,Z1,0.0001,0.0029
8303,1,88782000000000,0.8,0.5,1.0,0.9,4.29,D,M7,0.00035,0.0026
8304,1,281070000000000,1.0,0.9,0.5,1.0,3.31,C,Z1,0.0001,0.005
8305,1,132880000000000,0.6,0.6,0.8,0.5,4.69,B,N4,0.0001,0.00022
8306,1,375900000000000,1.0,0.5,0.8,0.5,4.01,F,QS,0.00021,0.05
8307,1,171640000000000,1.0,0.5,0.5,0.5,4.98,F,QS,0.00034,0.012
8308,1,180160000000000,1.0,1.0,0.5,0.6,3.36,B,N4,0.0001,0.00085
8309,1,283430000000000,0.7,0.7,0.5,0.7,4.13,C,Z1,0.0001,0.0016
8310,1,369330000000000,0.7,0.8,0.5,0.7,3.8,B,N4,0.0001,0.001
8311,1,44085000000000,0.5,0.9,1.0,1.0,3.36,E,T6,0.00022,0.0053
8312,1,268810000000000,0.6,0.6,0.5,0.5,3.09,C,Z1,0.0001,0.001
8313,1,379190000000000,0.6,0.5,0.8,0.8,4.99,A,V3,0.00047,0.00032
8314,1,225300000000000,1.0,0.8,0.6,0.9,4.07,F,QS,0.0001,0.069
8315,1,289150000000000,0.5,1.0,0.5,1.0,3.46,A,V3,0.0005,0.00043
8316,1,348680000000000,0.5,0.5,0.5,0.7,4.5,A,V3,0.0001,0.00016
8317,1,392120000000000,0.9,0.7,0.5,0.7,3.68,F,QS,0.0001,0.065
8318,1,259360000000000,0.7,0.5,1.0,0.6,3.39,F,QS,0.0001,0.042
8319,1,260260000000000,0.9,1.0,0.5,0.5,3.08,F,QS,0.0001,0.047
8320,1,104170000000000,0.7,0.5,0.5,1.0,3.48,F,QS,0.0001,0.014
8321,1,63867000000000,1.0,0.6,0.6,0.7,4.77,C,Z1,0.0001,0.00045
8322,1,55320000000000,1.0,1.0,0.5,0.5,3.98,C,Z1,0.00019,0.00045
8323,1,359970000000000,0.5,1.0,0.9,1.0,3.24,B,N4,0.0001,0.0026
8324,1,158670000000000,0.8,0.7,0.5,1.0,4.0,D,M7,0.00049,0.0036
8325,1,344150000000000,1.0,0.5,0.8,1.0,3.87,A,V3,0.0001,0.00084
8326,1,126350000000000,0.5,1.0,0.5,1.0,4.75,B,N4,0.0001,0.00036
8327,1,358440000000000,0.8,1.0,0.5,0.8,4.7,E,T6,0.00055,0.021
8328,1,355030000000000,0.8,1.0,0.8,0.5,4.92,F,QS,0.0001,0.073
8329,1,277350000000000,0.9,1.0,0.5,1.0,3.63,C,Z1,0.0001,0.0045
8330,1,423580000000000,0.5,0.5,1.0,0.5,4.74,C,Z1,0.00032,0.0014
8331,1,401470000000000,0.6,0.8,0.9,1.0,3.44,B,N4,0.0001,0.0027
8332,1,142430000000000,0.8,1.0,1.0,1.0,4.77,B,N4,0.00021,0.0013
8333,1,338130000000000,0.7,1.0,0.7,1.0,3.71,B,N4,0.0001,0.0024
8334,1,228280000000000,0.5,0.9,1.0,1.0,3.13,D,M7,0.00028,0.011
8335,1,417510000000000,0.6,0.5,0.6,1.0,3.86,E,T6,0.00015,0.019
8336,1,248680000000000,1.0,0.6,0.9,0.5,4.74,B,N4,0.00048,0.0007
8337,1,200450000000000,0.5,1.0,1.0,1.0,4.41,E,T6,0.00032,0.021
8338,1,345510000000000,1.0,1.0,0.5,0.9,4.44,D,M7,0.0001,0.013
8339,1,120950000000000,0.5,0.5,1.0,0.5,4.9,C,Z1,0.00019,0.00041
8340,1,226350000000000,0.9,0.5,0.5,1.0,3.36,C,Z1,0.0001,0.002
8341,1,340340000000000,0.5,0.6,1.0,0.8,4.57,F,QS,0.00036,0.048
8342,1,249280000000000,0.8,0.6,0.5,1.0,3.19,D,M7,0.00026,0.0063
8343,1,382690000000000,1.0,0.5,0.5,0.5,4.78,D,M7,0.0003,0.0036
8344,1,87447000000000,1.0,0.5,0.6,0.5,3.43,B,N4,0.0001,0.0002
8345,1,273870000000000,0.7,1.0,0.9,1.0,3.84,D,M7,0.00046,0.015
8346,1,190070000000000,0.7,0.6,0.9,1.0,4.12,D,M7,0.0001,0.0064
8347,1,104660000000000,1.0,0.5,1.0,0.5,4.66,E,T6,0.00054,0.0049
8348,1,337020000000000,0.9,0.5,0.5,0.5,3.0,B,N4,0.00013,0.00066
8349,1,385460000000000,0.5,0.5,1.0,0.8,3.67,B,N4,0.0001,0.0011
8350,1,388000000000000,0.5,0.9,0.5,0.5,3.65,C,Z1,0.00044,0.0014
8351,1,398220000000000,0.5,1.0,0.8,0.5,3.85,A,V3,0.0001,0.00049
8352,1,125640000000000,0.5,0.5,0.9,0.8,4.06,B,N4,0.0001,0.0003
8353,1,108830000000000,1.0,0.5,1.0,1.0,3.18,C,Z1,0.0001,0.0022
8354,1,374020000000000,0.7,0.5,0.5,0.5,4.44,A,V3,0.0001,0.00018
8355,1,165150000000000,0.5,0.5,0.5,0.5,4.14,A,V3,0.0001,5.9e-05
8356,1,368870000000000,0.5,1.0,0.5,1.0,4.53,D,M7,0.0001,0.0076
8357,1,42233000000000,1.0,0.5,0.5,1.0,3.33,D,M7,0.00025,0.0011
8358,1,66366000000000,0.8,0.5,1.0,1.0,4.65,E,T6,0.0001,0.0058
8359,1,405200000000000,0.5,0.7,0.9,0.8,4.01,B,N4,0.0005,0.0012
8360,1,213260000000000,1.0,0.7,0.9,0.9,4.07,A,V3,0.00019,0.00068
8361,1,245720000000000,0.5,0.5,0.5,0.9,4.05,A,V3,0.0001,0.00016
8362,1,73248000000000,0.5,1.0,1.0,0.5,3.28,C,Z1,0.0003,0.00068
8363,1,123980000000000,0.6,1.0,1.0,0.8,4.5,C,Z1,0.0001,0.0018
8364,1,104930000000000,1.0,0.9,0.7,0.5,3.92,F,QS,0.0001,0.024
8365,1,123610000000000,1.0,0.7,0.9,1.0,3.9,C,Z1,0.0001,0.0026
8366,1,53066000000000,0.5,1.0,1.0,0.5,3.64,E,T6,0.00028,0.0032
8367,1,431870000000000,0.9,0.5,0.6,0.5,4.38,A,V3,0.0001,0.00032
8368,1,111650000000000,1.0,0.5,0.8,0.7,3.84,C,Z1,0.00055,0.00094
8369,1,208010000000000,0.9,0.5,0.9,0.8,4.18,B,N4,0.0001,0.00087
8370,1,434030000000000,0.6,0.5,0.5,1.0,3.66,C,Z1,0.0001,0.0023
8371,1,112970000000000,0.8,0.5,0.5,1.0,4.67,A,V3,0.00026,0.00011
8372,1,344990000000000,0.7,0.8,1.0,1.0,3.81,C,Z1,0.0001,0.0067
8373,1,168110000000000,0.5,1.0,0.5,1.0,4.74,C,Z1,0.0001,0.0012
8374,1,180640000000000,0.8,1.0,0.5,0.8,3.01,B,N4,0.0001,0.001
8375,1,215160000000000,1.0,1.0,0.5,1.0,4.69,B,N4,0.0001,0.0012
8376,1,365740000000000,0.5,1.0,0.5,1.0,4.65,B,N4,0.0001,0.0011
8377,1,321750000000000,0.5,0.9,0.8,0.5,3.21,E,T6,0.0001,0.017
8378,1,159350000000000,0.5,1.0,1.0,0.6,3.77,E,T6,0.00024,0.012
8379,1,308720000000000,1.0,0.6,0.5,1.0,3.43,F,QS,0.0001,0.071
8380,1,199780000000000,0.7,0.6,0.8,1.0,4.83,C,Z1,0.00039,0.0017
8381,1,207450000000000,0.7,1.0,1.0,1.0,4.98,D,M7,0.0001,0.011
8382,1,174950000000000,1.0,1.0,0.9,0.6,3.55,C,Z1,0.0001,0.0035
8383,1,269870000000000,1.0,0.6,0.5,0.9,3.99,D,M7,0.00054,0.0058
8384,1,222580000000000,0.9,1.0,0.5,0.7,4.67,D,M7,0.00026,0.0054
8385,1,327780000000000,0.9,0.5,0.5,0.5,4.68,B,N4,0.0001,0.00043
8386,1,324310000000000,1.0,0.5,0.7,0.5,3.34,C,Z1,0.00056,0.0019
8387,1,209290000000000,1.0,0.7,1.0,1.0,3.15,D,M7,0.0001,0.017
8388,1,420770000000000,0.5,1.0,0.7,0.8,4.11,A,V3,0.0001,0.00068
8389,1,112000000000000,0.9,0.6,1.0,1.0,3.31,E,T6,0.0001,0.017
8390,1,134970000000000,0.5,1.0,1.0,0.5,4.48,B,N4,0.0001,0.00041
8391,1,371630000000000,0.5,0.5,0.5,0.6,3.94,A,V3,0.0001,0.00017
8392,1,293950000000000,1.0,0.5,0.7,0.6,3.65,D,M7,0.0001,0.0062
8393,1,61705000000000,0.9,1.0,0.7,0.5,4.74,C,Z1,0.0001,0.00055
8394,1,102800000000000,1.0,0.6,0.9,1.0,3.59,D,M7,0.00046,0.005
8395,1,173360000000000,1.0,0.5,1.0,0.6,4.91,F,QS,0.0001,0.033
8396,1,243370000000000,0.5,1.0,1.0,1.0,3.34,B,N4,0.00059,0.0016
8397,1,257380000000000,1.0,1.0,0.9,0.6,4.6,C,Z1,0.00046,0.0037
8398,1,198010000000000,0.5,0.5,1.0,0.5,4.86,C,Z1,0.00041,0.00063
8399,1,306090000000000,1.0,0.8,1.0,0.5,3.61,B,N4,0.0001,0.0018
8400,1,368370000000000,0.5,1.0,0.5,1.0,4.41,E,T6,0.0001,0.021
8401,1,112690000000000,0.6,0.6,1.0,0.6,4.07,E,T6,0.0001,0.006
8402,1,405220000000000,0.5,1.0,0.5,0.7,3.16,A,V3,0.00032,0.00049
8403,1,143640000000000,0.5,0.5,0.5,0.5,4.82,C,Z1,0.00035,0.00024
8404,1,176990000000000,0.5,1.0,0.8,1.0,3.79,B,N4,0.0001,0.001
8405,1,116800000000000,0.5,0.9,1.0,0.5,4.98,E,T6,0.0001,0.0055
8406,1,152570000000000,0.5,0.5,0.5,0.7,4.56,F,QS,0.0001,0.0089
8407,1,291100000000000,1.0,1.0,0.5,1.0,4.36,E,T6,0.0001,0.034
8408,1,103610000000000,0.5,0.7,0.7,1.0,3.41,B,N4,0.0001,0.00039
8409,1,237560000000000,0.5,0.8,0.9,0.6,3.55,D,M7,0.00047,0.0046
8410,1,246950000000000,0.5,0.6,0.5,0.5,4.09,A,V3,0.00014,0.00011
8411,1,52809000000000,1.0,0.5,1.0,1.0,4.84,D,M7,0.0001,0.002
8412,1,75474000000000,0.8,0.5,1.0,0.5,3.11,D,M7,0.0001,0.0017
8413,1,124670000000000,1.0,0.5,0.5,1.0,4.1,E,T6,0.0001,0.0076
8414,1,351680000000000,0.5,1.0,1.0,0.6,3.37,B,N4,0.0001,0.0017
8415,1,140760000000000,0.7,0.5,0.5,1.0,3.43,F,QS,0.0001,0.019
8416,1,238020000000000,0.5,0.6,1.0,0.6,4.57,E,T6,0.0001,0.0096
8417,1,230410000000000,0.6,0.5,0.7,0.5,4.31,E,T6,0.00044,0.0049
8418,1,125780000000000,1.0,0.5,0.5,0.5,3.34,A,V3,0.0001,0.00011
8419,1,215160000000000,0.5,1.0,0.8,1.0,3.17,E,T6,0.0001,0.025
8420,1,140030000000000,1.0,1.0,0.5,1.0,4.8,B,N4,0.0001,0.00079
8421,1,322000000000000,0.5,1.0,0.5,1.0,3.6,E,T6,0.0001,0.022
8422,1,371410000000000,1.0,0.9,1.0,1.0,4.56,B,N4,0.0001,0.0039
8423,1,247770000000000,1.0,0.5,0.6,0.6,4.94,F,QS,0.00024,0.027
8424,1,234950000000000,0.8,1.0,0.8,1.0,3.85,A,V3,0.0001,0.00092
8425,1,250720000000000,1.0,1.0,1.0,0.5,3.84,D,M7,0.0001,0.012
8426,1,45771000000000,0.5,1.0,0.5,1.0,3.16,A,V3,0.0001,8.4e-05
8427,1,145870000000000,0.5,1.0,1.0,0.6,4.45,D,M7,0.0001,0.0037
8428,1,191040000000000,0.5,1.0,0.5,1.0,3.12,B,N4,0.00049,0.0007
8429,1,217720000000000,0.8,1.0,1.0,0.5,3.4,C,Z1,0.0001,0.0033
8430,1,352720000000000,0.5,1.0,0.7,1.0,3.08,F,QS,0.00026,0.087
8431,1,71108000000000,1.0,0.5,0.5,0.5,3.27,E,T6,0.0001,0.0026
8432,1,436420000000000,0.5,0.8,1.0,1.0,4.49,B,N4,0.00032,0.002
8433,1,82647000000000,0.8,0.5,1.0,0.7,3.55,C,Z1,0.0001,0.00085
8434,1,329900000000000,0.5,0.5,0.8,1.0,3.51,D,M7,0.00044,0.006
8435,1,298710000000000,0.7,1.0,1.0,0.5,3.38,F,QS,0.0001,0.081
8436,1,283790000000000,1.0,0.5,0.7,0.5,4.62,E,T6,0.0001,0.011
8437,1,323190000000000,0.6,1.0,0.6,1.0,4.67,C,Z1,0.0001,0.0033
8438,1,385420000000000,0.6,0.5,1.0,0.5,3.65,D,M7,0.0001,0.0058
8439,1,201840000000000,0.6,1.0,1.0,0.5,3.76,D,M7,0.00021,0.0057
8440,1,311640000000000,1.0,0.8,0.6,0.9,4.85,D,M7,0.00019,0.01
8441,1,334690000000000,0.9,0.8,0.9,0.5,3.31,C,Z1,0.0001,0.0043
8442,1,175000000000000,0.5,1.0,0.5,0.5,4.17,C,Z1,0.0001,0.0007
8443,1,413010000000000,1.0,0.6,0.6,0.9,4.66,A,V3,0.00015,0.00067
8444,1,56554000000000,0.7,0.7,1.0,1.0,4.66,C,Z1,0.00011,0.00079
8445,1,389210000000000,0.9,0.5,1.0,0.5,4.74,D,M7,0.0001,0.0069
8446,1,341280000000000,0.6,1.0,1.0,1.0,3.77,A,V3,0.0001,0.0013
8447,1,123300000000000,1.0,0.9,1.0,0.5,4.2,E,T6,0.00047,0.011
8448,1,141470000000000,1.0,0.5,0.8,0.5,4.99,F,QS,0.0006,0.014
8449,1,332000000000000,0.6,0.5,1.0,1.0,4.0,A,V3,0.0001,0.00059
8450,1,166110000000000,1.0,0.5,1.0,0.7,4.05,B,N4,0.0001,0.00077
8451,1,157680000000000,0.7,0.9,1.0,0.8,4.76,D,M7,0.0001,0.0062
8452,1,200960000000000,0.5,0.5,0.5,0.6,3.84,E,T6,0.00018,0.0037
8453,1,153250000000000,0.6,1.0,1.0,0.7,4.44,E,T6,0.00034,0.013
8454,1,166260000000000,0.5,0.7,0.9,1.0,4.74,F,QS,0.00046,0.029
8455,1,415660000000000,0.8,0.8,1.0,0.6,3.6,B,N4,0.00031,0.0022
8456,1,279770000000000,0.6,0.5,0.6,0.5,3.61,D,M7,0.00039,0.0023
8457,1,269560000000000,0.7,0.5,0.5,1.0,4.08,F,QS,0.0001,0.034
8458,1,120770000000000,1.0,0.5,0.7,1.0,3.92,C,Z1,0.00019,0.0014
8459,1,403000000000000,1.0,0.5,0.5,0.6,3.63,B,N4,0.00038,0.00082
8460,1,286010000000000,0.8,0.5,0.5,1.0,4.68,B,N4,0.00022,0.00064
8461,1,257370000000000,0.5,0.6,0.8,1.0,4.77,D,M7,0.00015,0.0048
8462,1,160800000000000,0.5,1.0,1.0,0.5,3.37,A,V3,0.0001,0.00028
8463,1,356920000000000,1.0,1.0,0.5,0.5,4.89,F,QS,0.0001,0.057
8464,1,372900000000000,0.9,0.6,1.0,0.5,3.79,B,N4,0.0001,0.0014
8465,1,226360000000000,0.5,0.5,1.0,0.6,3.66,E,T6,0.00037,0.0079
8466,1,139920000000000,0.6,0.9,0.5,1.0,4.17,B,N4,0.0001,0.00049
8467,1,215820000000000,0.9,0.5,1.0,0.5,3.99,F,QS,0.00051,0.027
8468,1,193580000000000,1.0,0.5,0.5,0.5,3.06,A,V3,0.0001,0.00019
8469,1,158700000000000,0.9,0.5,0.5,1.0,3.9,E,T6,0.0001,0.009
8470,1,375230000000000,1.0,0.5,1.0,0.5,4.25,D,M7,0.0001,0.0082
8471,1,232980000000000,1.0,1.0,0.5,0.5,3.1,F,QS,0.0001,0.047
8472,1,320360000000000,1.0,0.6,1.0,1.0,3.3,E,T6,0.00014,0.054
8473,1,42637000000000,0.5,1.0,1.0,0.9,3.1,B,N4,0.0001,0.00033
8474,1,76784000000000,1.0,0.5,0.5,1.0,3.23,B,N4,0.00035,0.00029
8475,1,256650000000000,0.5,1.0,0.7,0.6,4.95,C,Z1,0.00059,0.0013
8476,1,222980000000000,1.0,0.5,0.5,0.9,4.45,E,T6,0.0001,0.011
8477,1,417000000000000,0.5,0.6,0.5,1.0,4.66,F,QS,0.00058,0.032
8478,1,300730000000000,1.0,0.7,0.5,1.0,4.15,A,V3,0.0006,0.00052
8479,1,227030000000000,0.5,1.0,1.0,0.7,4.93,B,N4,0.00041,0.00081
8480,1,81184000000000,1.0,0.5,0.5,1.0,4.76,C,Z1,0.0001,0.00057
8481,1,115370000000000,0.7,0.5,0.7,0.7,4.62,E,T6,0.0001,0.0044
8482,1,128980000000000,0.5,1.0,0.9,0.5,3.96,C,Z1,0.0003,0.00091
8483,1,204510000000000,1.0,0.5,0.9,1.0,3.83,E,T6,0.0001,0.024
8484,1,363690000000000,1.0,0.6,0.5,0.7,3.87,F,QS,0.0001,0.056
8485,1,351310000000000,0.7,0.8,0.5,1.0,4.28,D,M7,0.0001,0.0085
8486,1,112460000000000,0.5,0.5,0.5,0.5,3.03,B,N4,0.00015,0.00012
8487,1,91649000000000,0.5,0.7,1.0,1.0,4.29,E,T6,0.00035,0.0068
8488,1,428690000000000,0.6,1.0,0.5,0.5,4.17,F,QS,0.0001,0.045
8489,1,437760000000000,0.5,1.0,1.0,1.0,4.09,C,Z1,0.0001,0.0071
8490,1,339270000000000,0.6,0.6,0.5,1.0,3.18,F,QS,0.0001,0.048
8491,1,424510000000000,0.6,0.5,0.5,0.5,3.29,F,QS,0.0001,0.025
8492,1,363420000000000,1.0,1.0,0.5,1.0,3.73,C,Z1,0.0001,0.0064
8493,1,51222000000000,0.5,1.0,1.0,0.8,4.05,D,M7,0.00016,0.0018
8494,1,326790000000000,0.5,0.7,1.0,1.0,3.66,C,Z1,0.00028,0.0039
8495,1,51509000000000,1.0,0.8,1.0,0.5,3.77,F,QS,0.0001,0.015
8496,1,44346000000000,0.5,0.5,0.5,0.8,4.71,F,QS,0.0001,0.0029
8497,1,285550000000000,1.0,0.5,1.0,0.5,3.9,D,M7,0.00026,0.0064
8498,1,265740000000000,0.8,1.0,0.9,1.0,3.96,B,N4,0.0001,0.0026
8499,1,254470000000000,0.5,0.5,1.0,0.5,4.41,A,V3,0.0001,0.00017
8500,1,192610000000000,0.6,0.5,0.5,0.8,4.85,D,M7,0.0001,0.0018
8501,1,140970000000000,1.0,0.7,0.7,1.0,3.18,C,Z1,0.0001,0.0028
8502,1,168380000000000,1.0,0.5,0.5,0.5,3.75,E,T6,0.00029,0.005
8503,1,363520000000000,0.8,1.0,1.0,1.0,4.72,D,M7,0.00047,0.021
8504,1,382820000000000,0.8,0.6,0.8,0.8,3.13,D,M7,0.00036,0.012
8505,1,122330000000000,0.6,0.5,1.0,1.0,3.19,E,T6,0.0001,0.011
8506,1,221350000000000,0.7,0.9,1.0,0.5,3.92,D,M7,0.00028,0.0062
8507,1,212670000000000,0.5,1.0,1.0,1.0,4.22,C,Z1,0.0005,0.003
8508,1,268010000000000,1.0,0.8,0.5,0.8,4.92,B,N4,0.0002,0.00092
8509,1,230430000000000,0.8,0.8,0.5,0.9,4.56,B,N4,0.0001,0.00078
8510,1,111630000000000,1.0,0.7,0.5,0.8,4.46,F,QS,0.00031,0.019
8511,1,63136000000000,1.0,0.7,0.5,0.8,3.71,D,M7,0.0001,0.0017
8512,1,354590000000000,1.0,0.5,0.5,0.8,4.37,B,N4,0.0001,0.00087
8513,1,317480000000000,1.0,1.0,1.0,0.8,4.87,F,QS,0.0001,0.16
8514,1,236290000000000,1.0,0.5,0.9,0.5,4.95,F,QS,0.00012,0.034
8515,1,330490000000000,1.0,0.5,0.5,1.0,4.21,A,V3,0.0001,0.00046
8516,1,170450000000000,0.8,0.7,0.9,0.5,3.72,C,Z1,0.0001,0.0015
8517,1,51134000000000,0.5,1.0,0.5,1.0,4.64,D,M7,0.0001,0.001
8518,1,325820000000000,0.6,1.0,0.5,1.0,3.35,A,V3,0.0001,0.00068
8519,1,230610000000000,1.0,0.5,1.0,0.5,3.42,C,Z1,0.00024,0.0021
8520,1,316940000000000,1.0,0.6,0.5,0.5,3.88,B,N4,0.00037,0.00061
8521,1,105900000000000,0.5,0.5,1.0,1.0,4.71,C,Z1,0.00043,0.00069
8522,1,310070000000000,0.5,1.0,0.8,0.7,4.11,A,V3,0.0001,0.0005
8523,1,281450000000000,1.0,0.5,0.7,1.0,3.24,C,Z1,0.00045,0.0035
8524,1,246580000000000,0.5,0.5,0.7,0.5,4.09,D,M7,0.00013,0.0019
8525,1,93836000000000,0.5,0.8,0.5,1.0,3.64,E,T6,0.0001,0.005
8526,1,90133000000000,0.5,0.9,0.7,0.5,4.52,B,N4,0.0001,0.00017
8527,1,171270000000000,0.5,1.0,0.6,0.5,3.21,F,QS,0.0001,0.02
8528,1,344960000000000,0.7,0.8,0.8,0.7,3.18,B,N4,0.0001,0.0018
8529,1,150510000000000,0.8,1.0,1.0,0.5,4.62,B,N4,0.0001,0.00071
8530,1,436670000000000,0.6,0.7,0.6,0.8,4.06,B,N4,0.0001,0.0012
8531,1,336680000000000,0.5,1.0,1.0,1.0,4.91,B,N4,0.0001,0.0019
8532,1,257050000000000,0.6,0.9,1.0,0.7,3.18,F,QS,0.0001,0.077
8533,1,67682000000000,0.6,0.5,0.5,1.0,4.71,A,V3,0.0001,5.1e-05
8534,1,93129000000000,0.7,0.8,0.5,0.9,4.08,B,N4,0.0001,0.00031
8535,1,154300000000000,0.5,0.7,0.6,0.5,4.55,C,Z1,0.0001,0.00048
8536,1,372990000000000,0.7,1.0,0.8,1.0,3.58,A,V3,0.0001,0.0014
8537,1,37442000000000,1.0,0.6,1.0,0.7,4.21,E,T6,0.0001,0.0037
8538,1,198690000000000,0.5,1.0,1.0,1.0,3.49,F,QS,0.0001,0.076
8539,1,186120000000000,0.5,0.9,0.5,0.7,3.09,C,Z1,0.0001,0.0012
8540,1,408510000000000,1.0,0.7,0.6,0.7,4.04,C,Z1,0.0001,0.0039
8541,1,232070000000000,1.0,0.5,1.0,1.0,4.46,F,QS,0.00011,0.078
8542,1,411010000000000,0.5,1.0,0.5,0.5,3.2,B,N4,0.0001,0.00085
8543,1,99846000000000,0.5,0.5,0.5,0.5,4.89,D,M7,0.0001,0.00048
8544,1,258470000000000,0.5,1.0,0.6,0.5,3.11,E,T6,0.0001,0.012
8545,1,409760000000000,1.0,0.8,1.0,1.0,4.18,F,QS,0.0001,0.23
